MACROCLASSE (A,B etc);MACROCLASSE (01, 02 etc);Descrizione;Settore Attività;Codice Ateco 2007;INCENDIO;INCENDIO <= 500.000 € fatturato;INCENDIO > 500.000 € fatturato;FURTO;FURTO <= 500.000 € fatturato;FURTO > 500.000 € fatturato;RCT;RCO;RC PRODOTTO;Gruppo Codice Incendio;Gruppo Codice Furto;Gruppo Codice RCT;Gruppo Codice RCO;Gruppo Codice RCP;RC veicoli in cons. e cust.;RC postuma officine ;RC postuma 12 mesi (no edile);RC postuma D.M.37/2008;Danni da furto;Danni alle cose lavori;RC impresa edile;Furto;Elettronica;Guasto Macchine
ATTIVITÀ MANIFATTURIERE;"INDUSTRIA DEL LEGNO E DEI PRODOTTI IN LEGNO E SUGHERO (ESCLUSI I MOBILI); FABBRICAZIONE DI ARTICOLI IN PAGLIA E MATERIALI DA INTRECCIO";Taglio e piallatura del legno;produzione;16.10.00;OK con fatturato fino a 500k, oltre ESCLUSO;OK;Escluso;OK con fatturato fino a 500k, oltre ESCLUSO;OK;Escluso;OK;OK;OK;X;x;x;x;x;;;;;;;;x;x;x
ATTIVITÀ MANIFATTURIERE;"INDUSTRIA DEL LEGNO E DEI PRODOTTI IN LEGNO E SUGHERO (ESCLUSI I MOBILI); FABBRICAZIONE DI ARTICOLI IN PAGLIA E MATERIALI DA INTRECCIO";Fabbricazione di porte e finestre in legno (escluse porte blindate);produzione;16.23.10;OK con fatturato fino a 500k, oltre ESCLUSO;OK;Escluso;OK con fatturato fino a 500k, oltre ESCLUSO;OK;Escluso;OK;OK;Escluso;X;x;x;x;;;;;;;;;x;x;x
ATTIVITÀ MANIFATTURIERE;"INDUSTRIA DEL LEGNO E DEI PRODOTTI IN LEGNO E SUGHERO (ESCLUSI I MOBILI); FABBRICAZIONE DI ARTICOLI IN PAGLIA E MATERIALI DA INTRECCIO";Fabbricazione di altri elementi in legno e di falegnameria per l'edilizia;produzione;16.23.20;OK con fatturato fino a 500k, oltre ESCLUSO;OK;Escluso;OK con fatturato fino a 500k, oltre ESCLUSO;OK;Escluso;OK;OK;Escluso;X;x;x;x;;;;;;;;;x;x;x
ATTIVITÀ MANIFATTURIERE;"INDUSTRIA DEL LEGNO E DEI PRODOTTI IN LEGNO E SUGHERO (ESCLUSI I MOBILI); FABBRICAZIONE DI ARTICOLI IN PAGLIA E MATERIALI DA INTRECCIO";Fabbricazione di imballaggi in legno;produzione;16.24.00;OK con fatturato fino a 500k, oltre ESCLUSO;OK;Escluso;OK con fatturato fino a 500k, oltre ESCLUSO;OK;Escluso;OK;OK;Escluso;X;x;x;x;;;;;;;;;x;x;x
ATTIVITÀ MANIFATTURIERE;"INDUSTRIA DEL LEGNO E DEI PRODOTTI IN LEGNO E SUGHERO (ESCLUSI I MOBILI); FABBRICAZIONE DI ARTICOLI IN PAGLIA E MATERIALI DA INTRECCIO";Fabbricazione di parti in legno per calzature;produzione;16.29.11;OK con fatturato fino a 500k, oltre ESCLUSO;OK;Escluso;OK con fatturato fino a 500k, oltre ESCLUSO;OK;Escluso;OK;OK;OK;X;x;x;x;x;;;;;;;;x;x;x
ATTIVITÀ MANIFATTURIERE;"INDUSTRIA DEL LEGNO E DEI PRODOTTI IN LEGNO E SUGHERO (ESCLUSI I MOBILI); FABBRICAZIONE DI ARTICOLI IN PAGLIA E MATERIALI DA INTRECCIO";Fabbricazione di altri prodotti vari in legno (esclusi i mobili);produzione;16.29.19;OK con fatturato fino a 500k, oltre ESCLUSO;OK;Escluso;OK con fatturato fino a 500k, oltre ESCLUSO;OK;Escluso;OK;OK;Escluso;X;x;x;x;;;;;;;;;x;x;x
ATTIVITÀ MANIFATTURIERE;"INDUSTRIA DEL LEGNO E DEI PRODOTTI IN LEGNO E SUGHERO (ESCLUSI I MOBILI); FABBRICAZIONE DI ARTICOLI IN PAGLIA E MATERIALI DA INTRECCIO";Fabbricazione dei prodotti della lavorazione del sughero;produzione;16.29.20;OK con fatturato fino a 500k, oltre ESCLUSO;OK;Escluso;OK con fatturato fino a 500k, oltre ESCLUSO;OK;Escluso;OK;OK;Escluso;X;x;x;x;;;;;;;;;x;x;x
ATTIVITÀ MANIFATTURIERE;"INDUSTRIA DEL LEGNO E DEI PRODOTTI IN LEGNO E SUGHERO (ESCLUSI I MOBILI); FABBRICAZIONE DI ARTICOLI IN PAGLIA E MATERIALI DA INTRECCIO";Fabbricazione di articoli in paglia e materiali da intreccio;;16.29.30;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;OK;OK;Escluso;;;x;x;;;;;;;;;;;
ATTIVITÀ MANIFATTURIERE;FABBRICAZIONE DI CARTA E DI PRODOTTI DI CARTA;Fabbricazione di carta e cartone;;17.12.00;RD con fatturato fino a 500k, oltre ESCLUSO;RD;Escluso;RD con fatturato fino a 500k, oltre ESCLUSO;RD;Escluso;OK;OK;OK;X;x;x;x;x;;;;;;;;;;
ATTIVITÀ MANIFATTURIERE;FABBRICAZIONE DI CARTA E DI PRODOTTI DI CARTA;Fabbricazione di carta e cartone ondulato e di imballaggi di carta e cartone (esclusi quelli in carta pressata);produzione;17.21.00;OK con fatturato fino a 500k, oltre ESCLUSO;OK;Escluso;OK con fatturato fino a 500k, oltre ESCLUSO;OK;Escluso;OK;OK;OK;X;x;x;x;x;;;;;;;;x;x;x
ATTIVITÀ MANIFATTURIERE;FABBRICAZIONE DI CARTA E DI PRODOTTI DI CARTA;Fabbricazione di prodotti igienico-sanitari e per uso domestico in carta e ovatta di cellulosa;produzione;17.22.00;OK con fatturato fino a 500k, oltre ESCLUSO;OK;Escluso;OK con fatturato fino a 500k, oltre ESCLUSO;OK;Escluso;OK;OK;OK;X;x;x;x;x;;;;;;;;x;x;x
ATTIVITÀ MANIFATTURIERE;FABBRICAZIONE DI CARTA E DI PRODOTTI DI CARTA;Fabbricazione di carta da parati;;17.24.00;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;OK;OK;OK;;;x;x;x;;;;;;;;;;
ATTIVITÀ MANIFATTURIERE;FABBRICAZIONE DI CARTA E DI PRODOTTI DI CARTA;Fabbricazione di altri articoli di carta e cartone;;17.29.00;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;OK;OK;Escluso;;;x;x;;;;;;;;;;;
ATTIVITÀ MANIFATTURIERE;FABBRICAZIONE DI COKE E PRODOTTI DERIVANTI DALLA RAFFINAZIONE DEL PETROLIO;Fabbricazione di pece e coke di pece;;19.10.01;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;;;;;;;;;;;;;;;
ATTIVITÀ MANIFATTURIERE;FABBRICAZIONE DI COKE E PRODOTTI DERIVANTI DALLA RAFFINAZIONE DEL PETROLIO;Fabbricazione di altri prodotti di cokeria;;19.10.09;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;;;;;;;;;;;;;;;
ATTIVITÀ MANIFATTURIERE;FABBRICAZIONE DI COKE E PRODOTTI DERIVANTI DALLA RAFFINAZIONE DEL PETROLIO;Raffinerie di petrolio;;19.20.10;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;;;;;;;;;;;;;;;
ATTIVITÀ MANIFATTURIERE;FABBRICAZIONE DI COKE E PRODOTTI DERIVANTI DALLA RAFFINAZIONE DEL PETROLIO;Preparazione o miscelazione di derivati del petrolio (esclusa la petrolchimica);;19.20.20;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;;;;;;;;;;;;;;;
ATTIVITÀ MANIFATTURIERE;FABBRICAZIONE DI COKE E PRODOTTI DERIVANTI DALLA RAFFINAZIONE DEL PETROLIO;Miscelazione di gas petroliferi liquefatti (GPL) e loro imbottigliamento;;19.20.30;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;;;;;;;;;;;;;;;
ATTIVITÀ MANIFATTURIERE;FABBRICAZIONE DI COKE E PRODOTTI DERIVANTI DALLA RAFFINAZIONE DEL PETROLIO;Fabbricazione di emulsioni di bitume, di catrame e di leganti per uso stradale;;19.20.40;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;;;;;;;;;;;;;;;
ATTIVITÀ MANIFATTURIERE;FABBRICAZIONE DI COKE E PRODOTTI DERIVANTI DALLA RAFFINAZIONE DEL PETROLIO;Fabbricazione di altri prodotti petroliferi raffinati;;19.20.90;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;;;;;;;;;;;;;;;
ATTIVITÀ MANIFATTURIERE;FABBRICAZIONE DI PRODOTTI CHIMICI;Fabbricazione di gas industriali;;20.11.00;RD con fatturato fino a 500k, oltre ESCLUSO;RD;Escluso;RD con fatturato fino a 500k, oltre ESCLUSO;RD;Escluso;Escluso;Escluso;Escluso;X;x;;;;;;;;;;;;;
ATTIVITÀ MANIFATTURIERE;FABBRICAZIONE DI PRODOTTI CHIMICI;Fabbricazione di coloranti e pigmenti;;20.12.00;RD con fatturato fino a 500k, oltre ESCLUSO;RD;Escluso;RD con fatturato fino a 500k, oltre ESCLUSO;RD;Escluso;Escluso;Escluso;Escluso;X;x;;;;;;;;;;;;;
ATTIVITÀ MANIFATTURIERE;FABBRICAZIONE DI PRODOTTI CHIMICI;Fabbricazione di uranio e torio arricchito;;20.13.01;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;;;;;;;;;;;;;;;
ATTIVITÀ MANIFATTURIERE;FABBRICAZIONE DI PRODOTTI CHIMICI;Fabbricazione di altri prodotti chimici di base inorganici;;20.13.09;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;;;;;;;;;;;;;;;
ATTIVITÀ MANIFATTURIERE;FABBRICAZIONE DI PRODOTTI CHIMICI;Fabbricazione di alcol etilico da materiali fermentati;;20.14.01;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;;;;;;;;;;;;;;;
ATTIVITÀ MANIFATTURIERE;FABBRICAZIONE DI PRODOTTI CHIMICI;Fabbricazione di altri prodotti chimici di base organici nca;produzione;20.14.09;OK con fatturato fino a 500k, oltre ESCLUSO;OK;Escluso;OK con fatturato fino a 500k, oltre ESCLUSO;OK;Escluso;Escluso;Escluso;Escluso;X;x;;;;;;;;;;;x;x;x
ATTIVITÀ MANIFATTURIERE;FABBRICAZIONE DI PRODOTTI CHIMICI;Fabbricazione di fertilizzanti e composti azotati (esclusa la fabbricazione di compost);;20.15.00;RD con fatturato fino a 500k, oltre ESCLUSO;RD;Escluso;RD con fatturato fino a 500k, oltre ESCLUSO;RD;Escluso;Escluso;Escluso;Escluso;X;x;;;;;;;;;;;;;
ATTIVITÀ MANIFATTURIERE;FABBRICAZIONE DI PRODOTTI CHIMICI;Fabbricazione di materie plastiche in forme primarie;;20.16.00;RD con fatturato fino a 500k, oltre ESCLUSO;RD;Escluso;RD con fatturato fino a 500k, oltre ESCLUSO;RD;Escluso;OK;OK;Escluso;X;x;x;x;;;;;;;;;;;
ATTIVITÀ MANIFATTURIERE;FABBRICAZIONE DI PRODOTTI CHIMICI;Fabbricazione di gomma sintetica in forme primarie;;20.17.00;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;OK;OK;Escluso;;;x;x;;;;;;;;;;;
ATTIVITÀ MANIFATTURIERE;FABBRICAZIONE DI PRODOTTI CHIMICI;Fabbricazione di agrofarmaci e di altri prodotti chimici per l'agricoltura (esclusi i concimi);;20.20.00;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;;;;;;;;;;;;;;;
ATTIVITÀ MANIFATTURIERE;FABBRICAZIONE DI PRODOTTI CHIMICI;Fabbricazione di pitture, vernici e smalti, inchiostri da stampa e adesivi sintetici (mastici);produzione;20.30.00;OK con fatturato fino a 500k, oltre ESCLUSO;OK;Escluso;OK con fatturato fino a 500k, oltre ESCLUSO;OK;Escluso;RD;RD;Escluso;X;x;x;x;;;;;;;;;x;x;x
ATTIVITÀ MANIFATTURIERE;FABBRICAZIONE DI PRODOTTI CHIMICI;Fabbricazione di saponi, detergenti e di agenti organici tensioattivi (esclusi i prodotti per toletta);produzione;20.41.10;OK con fatturato fino a 500k, oltre ESCLUSO;OK;Escluso;OK con fatturato fino a 500k, oltre ESCLUSO;OK;Escluso;OK;OK;Escluso;X;x;x;x;;;;;;;;;x;x;x
ATTIVITÀ MANIFATTURIERE;FABBRICAZIONE DI PRODOTTI CHIMICI;Fabbricazione di specialità chimiche per uso domestico e per manutenzione;produzione;20.41.20;OK con fatturato fino a 500k, oltre ESCLUSO;OK;Escluso;OK con fatturato fino a 500k, oltre ESCLUSO;OK;Escluso;Escluso;Escluso;Escluso;X;x;;;;;;;;;;;x;x;x
ATTIVITÀ MANIFATTURIERE;FABBRICAZIONE DI PRODOTTI CHIMICI;Fabbricazione di prodotti per toletta: profumi, cosmetici, saponi e simili;produzione;20.42.00;OK con fatturato fino a 500k, oltre ESCLUSO;OK;Escluso;OK con fatturato fino a 500k, oltre ESCLUSO;OK;Escluso;OK;OK;Escluso;X;x;x;x;;;;;;;;;x;x;x
ATTIVITÀ MANIFATTURIERE;FABBRICAZIONE DI PRODOTTI CHIMICI;Fabbricazione di articoli esplosivi;;20.51.02;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;;;;;;;;;;;;;;;
ATTIVITÀ MANIFATTURIERE;FABBRICAZIONE DI PRODOTTI CHIMICI;Fabbricazione di colle;;20.52.00;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;OK;OK;Escluso;;;x;x;;;;;;;;;;;
ATTIVITÀ MANIFATTURIERE;FABBRICAZIONE DI PRODOTTI CHIMICI;Fabbricazione di oli essenziali;;20.53.00;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;OK;OK;OK;;;x;x;x;;;;;;;;;;
ATTIVITÀ MANIFATTURIERE;FABBRICAZIONE DI PRODOTTI CHIMICI;Fabbricazione di prodotti chimici per uso fotografico;;20.59.10;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;OK;OK;Escluso;;;x;x;;;;;;;;;;;
ATTIVITÀ MANIFATTURIERE;FABBRICAZIONE DI PRODOTTI CHIMICI;Fabbricazione di prodotti chimici organici ottenuti da prodotti di base derivati da processi di fermentazione o da materie prime vegetali;produzione;20.59.20;OK con fatturato fino a 500k, oltre ESCLUSO;OK;Escluso;OK con fatturato fino a 500k, oltre ESCLUSO;OK;Escluso;OK;OK;OK;X;x;x;x;x;;;;;;;;x;x;x
ATTIVITÀ MANIFATTURIERE;FABBRICAZIONE DI PRODOTTI CHIMICI;Trattamento chimico degli acidi grassi;;20.59.30;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;;;;;;;;;;;;;;;
ATTIVITÀ MANIFATTURIERE;FABBRICAZIONE DI PRODOTTI CHIMICI;Fabbricazione di prodotti chimici vari per uso industriale (inclusi i preparati antidetonanti e antigelo);produzione;20.59.40;OK con fatturato fino a 500k, oltre ESCLUSO;OK;Escluso;OK con fatturato fino a 500k, oltre ESCLUSO;OK;Escluso;Escluso;Escluso;Escluso;X;x;;;;;;;;;;;x;x;x
ATTIVITÀ MANIFATTURIERE;FABBRICAZIONE DI PRODOTTI CHIMICI;Fabbricazione di prodotti chimici impiegati per ufficio e per il consumo non industriale;;20.59.50;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;;;;;;;;;;;;;;;
ATTIVITÀ MANIFATTURIERE;FABBRICAZIONE DI PRODOTTI CHIMICI;Fabbricazione di prodotti ausiliari per le industrie tessili e del cuoio;;20.59.60;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;OK;OK;OK;;;x;x;x;;;;;;;;;;
ATTIVITÀ MANIFATTURIERE;FABBRICAZIONE DI PRODOTTI CHIMICI;Fabbricazione di prodotti elettrochimici (esclusa produzione di cloro, soda e potassa) ed elettrotermici;;20.59.70;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;;;;;;;;;;;;;;;
ATTIVITÀ MANIFATTURIERE;FABBRICAZIONE DI PRODOTTI CHIMICI;Fabbricazione di altri prodotti chimici nca;;20.59.90;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;;;;;;;;;;;;;;;
ATTIVITÀ MANIFATTURIERE;FABBRICAZIONE DI PRODOTTI CHIMICI;Fabbricazione di fibre sintetiche e artificiali;;20.60.00;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;;;;;;;;;;;;;;;
ATTIVITÀ MANIFATTURIERE;FABBRICAZIONE DI PRODOTTI FARMACEUTICI DI BASE E DI PREPARATI FARMACEUTICI;Fabbricazione di prodotti farmaceutici di base;;21.10.00;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;;;;;;;;;;;;;;;
ATTIVITÀ MANIFATTURIERE;FABBRICAZIONE DI PRODOTTI FARMACEUTICI DI BASE E DI PREPARATI FARMACEUTICI;Fabbricazione di sostanze diagnostiche radioattive in vivo;;21.20.01;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;;;;;;;;;;;;;;;
ATTIVITÀ MANIFATTURIERE;FABBRICAZIONE DI PRODOTTI FARMACEUTICI DI BASE E DI PREPARATI FARMACEUTICI;Fabbricazione di medicinali ed altri preparati farmaceutici;;21.20.09;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;;;;;;;;;;;;;;;
ATTIVITÀ MANIFATTURIERE;FABBRICAZIONE DI ARTICOLI IN GOMMA E MATERIE PLASTICHE;Fabbricazione di pneumatici e di camere d'aria;;22.11.10;RD con fatturato fino a 500k, oltre ESCLUSO;RD;Escluso;RD con fatturato fino a 500k, oltre ESCLUSO;RD;Escluso;Escluso;Escluso;Escluso;X;x;;;;;;;;;;;;;
ATTIVITÀ MANIFATTURIERE;FABBRICAZIONE DI ARTICOLI IN GOMMA E MATERIE PLASTICHE;Rigenerazione e ricostruzione di pneumatici;;22.11.20;RD con fatturato fino a 500k, oltre ESCLUSO;RD;Escluso;RD con fatturato fino a 500k, oltre ESCLUSO;RD;Escluso;Escluso;Escluso;Escluso;X;x;;;;;;;;;;;;;
ATTIVITÀ MANIFATTURIERE;FABBRICAZIONE DI ARTICOLI IN GOMMA E MATERIE PLASTICHE;Fabbricazione di suole di gomma e altre parti in gomma per calzature;produzione;22.19.01;OK con fatturato fino a 500k, oltre ESCLUSO;OK;Escluso;OK con fatturato fino a 500k, oltre ESCLUSO;OK;Escluso;OK;OK;RD;X;x;x;x;x;;;;;;;;x;x;x
ATTIVITÀ MANIFATTURIERE;FABBRICAZIONE DI ARTICOLI IN GOMMA E MATERIE PLASTICHE;Fabbricazione di altri prodotti in gomma nca;;22.19.09;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;OK;OK;RD;;;x;x;x;;;;;;;;;;
ATTIVITÀ MANIFATTURIERE;FABBRICAZIONE DI ARTICOLI IN GOMMA E MATERIE PLASTICHE;Fabbricazione di lastre, fogli, tubi e profilati in materie plastiche;produzione;22.21.00;OK con fatturato fino a 500k, oltre ESCLUSO;OK;Escluso;OK con fatturato fino a 500k, oltre ESCLUSO;OK;Escluso;OK;OK;OK;X;x;x;x;x;;;;;;;;x;x;x
ATTIVITÀ MANIFATTURIERE;FABBRICAZIONE DI ARTICOLI IN GOMMA E MATERIE PLASTICHE;Fabbricazione di imballaggi in materie plastiche;;22.22.00;RD con fatturato fino a 500k, oltre ESCLUSO;RD;Escluso;RD con fatturato fino a 500k, oltre ESCLUSO;RD;Escluso;OK;OK;Escluso;X;x;x;x;;;;;;;;;;;
ATTIVITÀ MANIFATTURIERE;FABBRICAZIONE DI ARTICOLI IN GOMMA E MATERIE PLASTICHE;Fabbricazione di rivestimenti elastici per pavimenti (vinile, linoleum eccetera);;22.23.01;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;OK;OK;RD;;;x;x;x;;;;;;;;;;
ATTIVITÀ MANIFATTURIERE;FABBRICAZIONE DI ARTICOLI IN GOMMA E MATERIE PLASTICHE;Fabbricazione di porte, finestre, intelaiature eccetera in plastica per l'edilizia;;22.23.02;RD con fatturato fino a 500k, oltre ESCLUSO;RD;Escluso;RD con fatturato fino a 500k, oltre ESCLUSO;RD;Escluso;OK;OK;RD;X;x;x;x;x;;;;;;;;;;
ATTIVITÀ MANIFATTURIERE;FABBRICAZIONE DI ARTICOLI IN GOMMA E MATERIE PLASTICHE;Fabbricazione di altri articoli in plastica per l'edilizia;produzione;22.23.09;OK con fatturato fino a 500k, oltre ESCLUSO;OK;Escluso;OK con fatturato fino a 500k, oltre ESCLUSO;OK;Escluso;OK;OK;RD;X;x;x;x;x;;;;;;;;x;x;x
ATTIVITÀ MANIFATTURIERE;FABBRICAZIONE DI ARTICOLI IN GOMMA E MATERIE PLASTICHE;Fabbricazione di parti in plastica per calzature;;22.29.01;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;OK;OK;OK;;;x;x;x;;;;;;;;;;
ATTIVITÀ MANIFATTURIERE;FABBRICAZIONE DI ARTICOLI IN GOMMA E MATERIE PLASTICHE;Fabbricazione di oggetti per l'ufficio e la scuola in plastica;;22.29.02;RD con fatturato fino a 500k, oltre ESCLUSO;RD;Escluso;RD con fatturato fino a 500k, oltre ESCLUSO;RD;Escluso;OK;OK;OK;X;x;x;x;x;;;;;;;;;;
ATTIVITÀ MANIFATTURIERE;FABBRICAZIONE DI ARTICOLI IN GOMMA E MATERIE PLASTICHE;Fabbricazione di altri articoli in materie plastiche nca;;22.29.09;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;OK;OK;OK;;;x;x;x;;;;;;;;;;
ATTIVITÀ MANIFATTURIERE;FABBRICAZIONE DI ALTRI PRODOTTI DELLA LAVORAZIONE DI MINERALI NON METALLIFERI;Fabbricazione di prodotti refrattari;;23.20.00;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;OK;OK;OK;;;x;x;x;;;;;;;;;;
ATTIVITÀ MANIFATTURIERE;FABBRICAZIONE DI ALTRI PRODOTTI DELLA LAVORAZIONE DI MINERALI NON METALLIFERI;Fabbricazione di piastrelle in ceramica per pavimenti e rivestimenti;produzione;23.31.00;OK con fatturato fino a 500k, oltre ESCLUSO;OK;Escluso;OK con fatturato fino a 500k, oltre ESCLUSO;OK;Escluso;OK;OK;OK;X;x;x;x;x;;;;;;;;x;x;x
ATTIVITÀ MANIFATTURIERE;FABBRICAZIONE DI ALTRI PRODOTTI DELLA LAVORAZIONE DI MINERALI NON METALLIFERI;Fabbricazione di mattoni, tegole ed altri prodotti per l'edilizia in terracotta;;23.32.00;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;OK;OK;OK;;;x;x;x;;;;;;;;;;
ATTIVITÀ MANIFATTURIERE;FABBRICAZIONE DI ALTRI PRODOTTI DELLA LAVORAZIONE DI MINERALI NON METALLIFERI;Fabbricazione di prodotti in ceramica per usi domestici e ornamentali;produzione;23.41.00;OK con fatturato fino a 500k, oltre ESCLUSO;OK;Escluso;OK con fatturato fino a 500k, oltre ESCLUSO;OK;Escluso;OK;OK;OK;X;x;x;x;x;;;;;;;;x;x;x
ATTIVITÀ MANIFATTURIERE;FABBRICAZIONE DI ALTRI PRODOTTI DELLA LAVORAZIONE DI MINERALI NON METALLIFERI;Fabbricazione di articoli sanitari in ceramica;produzione;23.42.00;OK con fatturato fino a 500k, oltre ESCLUSO;OK;Escluso;OK con fatturato fino a 500k, oltre ESCLUSO;OK;Escluso;OK;OK;RD;X;x;x;x;x;;;;;;;;x;x;x
ATTIVITÀ MANIFATTURIERE;FABBRICAZIONE DI ALTRI PRODOTTI DELLA LAVORAZIONE DI MINERALI NON METALLIFERI;Fabbricazione di isolatori e di pezzi isolanti in ceramica;;23.43.00;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;OK;OK;OK;;;x;x;x;;;;;;;;;;
ATTIVITÀ MANIFATTURIERE;FABBRICAZIONE DI ALTRI PRODOTTI DELLA LAVORAZIONE DI MINERALI NON METALLIFERI;Fabbricazione di altri prodotti in ceramica per uso tecnico e industriale;produzione;23.44.00;OK con fatturato fino a 500k, oltre ESCLUSO;OK;Escluso;OK con fatturato fino a 500k, oltre ESCLUSO;OK;Escluso;OK;OK;OK;X;x;x;x;x;;;;;;;;x;x;x
ATTIVITÀ MANIFATTURIERE;FABBRICAZIONE DI ALTRI PRODOTTI DELLA LAVORAZIONE DI MINERALI NON METALLIFERI;Produzione di cemento;;23.51.00;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;;;;;;;;;;;;;;;
ATTIVITÀ MANIFATTURIERE;FABBRICAZIONE DI ALTRI PRODOTTI DELLA LAVORAZIONE DI MINERALI NON METALLIFERI;Produzione di calce;;23.52.10;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;;;;;;;;;;;;;;;
ATTIVITÀ MANIFATTURIERE;FABBRICAZIONE DI ALTRI PRODOTTI DELLA LAVORAZIONE DI MINERALI NON METALLIFERI;Produzione di gesso;;23.52.20;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;;;;;;;;;;;;;;;
ATTIVITÀ MANIFATTURIERE;FABBRICAZIONE DI ALTRI PRODOTTI DELLA LAVORAZIONE DI MINERALI NON METALLIFERI;Fabbricazione di prodotti in calcestruzzo per l'edilizia;produzione;23.61.00;OK con fatturato fino a 500k, oltre ESCLUSO;OK;Escluso;OK con fatturato fino a 500k, oltre ESCLUSO;OK;Escluso;OK;OK;RD;X;x;x;x;x;;;;;;;;x;x;x
ATTIVITÀ MANIFATTURIERE;FABBRICAZIONE DI ALTRI PRODOTTI DELLA LAVORAZIONE DI MINERALI NON METALLIFERI;Fabbricazione di prodotti in gesso per l'edilizia;;23.62.00;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;OK;OK;OK;;;x;x;x;;;;;;;;;;
ATTIVITÀ MANIFATTURIERE;FABBRICAZIONE DI ALTRI PRODOTTI DELLA LAVORAZIONE DI MINERALI NON METALLIFERI;Produzione di calcestruzzo pronto per l'uso;produzione;23.63.00;OK con fatturato fino a 500k, oltre ESCLUSO;OK;Escluso;OK con fatturato fino a 500k, oltre ESCLUSO;OK;Escluso;OK;OK;RD;X;x;x;x;x;;;;;;;;x;x;x
ATTIVITÀ MANIFATTURIERE;FABBRICAZIONE DI ALTRI PRODOTTI DELLA LAVORAZIONE DI MINERALI NON METALLIFERI;Fabbricazione di prodotti in fibrocemento;;23.65.00;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;OK;OK;RD;;;x;x;x;;;;;;;;;;
ATTIVITÀ MANIFATTURIERE;FABBRICAZIONE DI ALTRI PRODOTTI DELLA LAVORAZIONE DI MINERALI NON METALLIFERI;Fabbricazione di altri prodotti in calcestruzzo, gesso e cemento;produzione;23.69.00;OK con fatturato fino a 500k, oltre ESCLUSO;OK;Escluso;OK con fatturato fino a 500k, oltre ESCLUSO;OK;Escluso;OK;OK;RD;X;x;x;x;x;;;;;;;;x;x;x
ATTIVITÀ MANIFATTURIERE;FABBRICAZIONE DI ALTRI PRODOTTI DELLA LAVORAZIONE DI MINERALI NON METALLIFERI;Segagione e lavorazione delle pietre e del marmo;produzione;23.70.10;OK con fatturato fino a 500k, oltre ESCLUSO;OK;Escluso;OK con fatturato fino a 500k, oltre ESCLUSO;OK;Escluso;Escluso;Escluso;Escluso;X;x;;;;;;;;;;;x;x;x
